,Date,Week,SameDiv,SameConf,GameID,Team_V,Team_H,Final_V,Final_H,ML_V,ML_H,Injuries_V,Injuries_H,Division_V,Division_H,Conference_V,Conference_H,Szn_Win_per_V,Szn_Win_per_H,UD_tot_V,UD_tot_H,FV_tot_V,FV_tot_H,UD_win_per_V,UD_win_per_H,FV_win_per_V,FV_win_per_H,prev_win_rec_V,prev_win_rec_H,prev_loss_rec_V,prev_loss_rec_H,HC_win_per_V,HC_win_per_H,HC_g_V,HC_g_H,Prev_szn_win_per_V,Prev_szn_win_per_H,Off_Bye_Wk_V,Off_Bye_Wk_H,Winner
94,10/18/2018,7,N,N,94,Denver,Arizona,45,10,-115,-105,11,14,AFCWest,NFCWest,AFC,NFC,0.333,0.167,3,5,2,1,0,0.2,1,0,2,1,4,5,0.318182,0.388889,22,18,0.313,0.5,N,N,V
95,10/21/2018,7,N,Y,95,Tennessee,LAChargers,19,20,240,-300,6,11,AFCSouth,AFCWest,AFC,AFC,0.5,0.667,4,1,1,4,0.75,0,0,0.75,3,4,3,2,0.56962,0.454545,79,55,0.563,0.563,N,N,H
96,10/21/2018,7,N,N,96,NewEngland,Chicago,38,31,-130,110,11,7,AFCEast,NFCNorth,AFC,NFC,0.667,0.6,0,1,6,4,0.5,0,0.666667,0.75,4,3,2,2,0.610879,0.462963,239,54,0.813,0.313,N,N,V
97,10/21/2018,7,N,N,97,Cleveland,TampaBay,23,26,160,-190,6,6,AFCNorth,NFCSouth,AFC,NFC,0.4,0.4,4,4,1,1,0.25,0.5,1,0,2,2,3,3,0.203704,0.432432,54,37,0,0.313,N,N,H
98,10/21/2018,7,N,N,98,Detroit,Miami,32,21,-190,160,8,14,NFCNorth,AFCEast,NFC,AFC,0.4,0.667,3,4,2,1,0.333333,0.5,0.5,1,2,4,3,2,0.28125,0.414286,32,70,0.563,0.375,Y,N,V
99,10/21/2018,7,N,Y,99,Carolina,Philadelphia,21,17,200,-250,8,12,NFCSouth,NFCEast,NFC,NFC,0.6,0.5,1,1,4,5,0,1,0.75,0.4,3,3,2,3,0.518717,0.536842,187,95,0.688,0.813,N,N,V
100,10/21/2018,7,N,Y,100,Buffalo,Indianapolis,5,37,250,-310,7,13,AFCEast,AFCSouth,AFC,AFC,0.333,0.167,6,6,0,0,0.333333,0.166667,0.5,0.5,2,1,4,5,0.663158,0.450704,95,71,0.563,0.25,N,N,H
101,10/21/2018,7,N,Y,101,Cincinnati,KansasCity,10,45,240,-300,16,9,AFCNorth,AFCWest,AFC,AFC,0.667,0.833,3,3,3,3,0.666667,0.666667,0.666667,1,4,5,2,1,0.52439,0.640625,246,384,0.438,0.625,N,N,H
102,10/21/2018,7,N,N,102,Minnesota,NYJets,37,17,-190,160,10,18,NFCNorth,AFCEast,NFC,AFC,0.5,0.5,2,3,4,2,0.5,0.333333,0.5,0.5,3,3,3,3,0.563025,0.444444,119,81,0.813,0.313,N,N,V
103,10/21/2018,7,Y,Y,103,Houston,Jacksonville,20,7,160,-190,14,10,AFCSouth,AFCSouth,AFC,AFC,0.5,0.5,1,2,5,4,0,0.5,0.6,0.5,3,3,3,3,0.488889,0.409091,90,88,0.25,0.625,N,N,V
104,10/21/2018,7,N,N,104,NewOrleans,Baltimore,24,23,125,-145,8,8,NFCSouth,AFCNorth,NFC,AFC,0.8,0.667,1,1,4,5,1,1,0.75,0.6,4,4,1,2,0.655481,0.6125,447,240,0.688,0.563,Y,N,V
105,10/21/2018,7,Y,Y,105,Dallas,Washington,17,20,-130,110,12,14,NFCEast,NFCEast,NFC,NFC,0.5,0.6,4,4,2,1,0.25,0.75,1,0,3,3,3,2,0.549296,0.418919,142,74,0.563,0.438,N,N,H
106,10/21/2018,7,Y,Y,106,LARams,SanFrancisco,39,10,-450,350,8,16,NFCWest,NFCWest,NFC,NFC,1,0.167,0,4,6,2,0.5,0,1,0.5,6,1,0,5,0.583333,0.579336,96,271,0.688,0.375,N,N,V
107,10/22/2018,7,N,Y,107,NYGiants,Atlanta,20,23,199,-240,7,7,NFCEast,NFCSouth,NFC,NFC,0.167,0.333,6,1,0,5,0.166667,0,0.5,0.4,1,2,5,4,0.272727,0.506667,55,75,0.188,0.625,N,N,H
108,10/25/2018,8,N,Y,108,Miami,Houston,23,42,290,-380,19,15,AFCEast,AFCSouth,AFC,AFC,0.571,0.571,5,2,1,5,0.4,0.5,1,0.6,4,4,3,3,0.408451,0.494505,71,91,0.375,0.25,N,N,H
109,10/28/2018,8,N,N,109,Philadelphia,Jacksonville,24,18,-220,180,12,14,NFCEast,AFCSouth,NFC,AFC,0.429,0.429,1,2,6,5,1,0.5,0.333333,0.4,3,3,4,4,0.53125,0.404494,96,89,0.813,0.625,N,N,V
110,10/28/2018,8,Y,Y,110,Cleveland,Pittsburgh,18,33,340,-440,14,7,AFCNorth,AFCNorth,AFC,AFC,0.333,0.5,5,2,1,4,0.2,1,1,0.25,2,3,4,3,0.2,0.631373,55,255,0,0.813,N,Y,H
111,10/28/2018,8,Y,Y,111,Denver,KansasCity,23,30,330,-430,12,7,AFCWest,AFCWest,AFC,AFC,0.429,0.857,3,3,3,4,0,0.666667,1,1,3,6,4,1,0.347826,0.641558,23,385,0.313,0.625,N,N,H
112,10/28/2018,8,N,N,112,NYJets,Chicago,10,24,300,-400,14,8,AFCEast,NFCNorth,AFC,NFC,0.429,0.5,4,2,2,4,0.25,0,0.5,0.75,3,3,4,3,0.439024,0.454545,82,55,0.313,0.313,N,N,H
113,10/28/2018,8,Y,Y,113,Washington,NYGiants,20,13,-120,100,16,4,NFCEast,NFCEast,NFC,NFC,0.667,0.143,5,7,1,0,0.8,0.142857,0,0.5,4,1,2,6,0.426667,0.267857,75,56,0.438,0.188,N,N,V
114,10/28/2018,8,N,Y,114,Seattle,Detroit,28,14,145,-170,10,6,NFCWest,NFCNorth,NFC,NFC,0.5,0.5,3,3,3,3,0,0.333333,1,0.666667,3,3,3,3,0.583333,0.30303,96,33,0.563,0.563,Y,N,V
115,10/28/2018,8,N,N,115,TampaBay,Cincinnati,34,37,160,-190,5,12,NFCSouth,AFCNorth,NFC,AFC,0.5,0.571,4,4,2,3,0.5,0.5,0.5,0.666667,3,4,3,3,0.447368,0.522267,38,247,0.313,0.438,N,N,H
116,10/28/2018,8,N,N,116,Baltimore,Carolina,21,36,-150,130,11,8,AFCNorth,NFCSouth,AFC,NFC,0.571,0.667,1,2,6,4,1,0.5,0.5,0.75,4,4,3,2,0.609959,0.521277,241,188,0.563,0.688,N,N,H
117,10/28/2018,8,N,Y,117,Indianapolis,Oakland,42,28,-200,170,15,13,AFCSouth,AFCWest,AFC,AFC,0.286,0.167,6,5,1,1,0.166667,0,1,1,2,1,5,5,0.458333,0.520548,72,219,0.25,0.375,N,Y,V
118,10/28/2018,8,Y,Y,118,SanFrancisco,Arizona,15,18,-150,130,12,12,NFCWest,NFCWest,NFC,NFC,0.143,0.143,5,6,2,1,0,0.166667,0.5,0,1,1,6,6,0.577206,0.368421,272,19,0.375,0.5,N,N,H
119,10/28/2018,8,N,Y,119,GreenBay,LARams,27,29,290,-380,10,6,NFCNorth,NFCWest,NFC,NFC,0.6,1,2,0,4,7,0,0.5,0.75,1,3,7,2,0,0.623529,0.587629,255,97,0.438,0.688,Y,N,H
120,10/28/2018,8,N,Y,120,NewOrleans,Minnesota,30,20,-140,120,11,11,NFCSouth,NFCNorth,NFC,NFC,0.833,0.571,2,2,4,5,1,0.5,0.75,0.6,5,4,1,3,0.65625,0.566667,448,120,0.688,0.813,N,N,V
121,10/29/2018,8,Y,Y,121,NewEngland,Buffalo,25,6,-1200,750,12,10,AFCEast,AFCEast,AFC,AFC,0.714,0.286,0,7,7,0,0.5,0.285714,0.714286,0.5,5,2,2,5,0.6125,0.65625,240,96,0.813,0.563,N,N,V
122,11/1/2018,9,N,N,122,Oakland,SanFrancisco,3,34,-130,110,10,11,AFCWest,NFCWest,AFC,NFC,0.143,0.125,6,5,1,3,0,0,1,0.333333,1,1,6,7,0.518182,0.575092,220,273,0.375,0.375,N,N,H
123,11/4/2018,9,Y,Y,123,Detroit,Minnesota,9,24,190,-240,7,9,NFCNorth,NFCNorth,NFC,NFC,0.429,0.5,3,3,4,5,0.333333,0.333333,0.5,0.6,3,4,4,4,0.294118,0.561983,34,121,0.563,0.813,N,N,H
124,11/4/2018,9,N,Y,124,KansasCity,Cleveland,37,21,-430,330,11,13,AFCWest,AFCNorth,AFC,AFC,0.875,0.286,3,6,5,1,0.666667,0.166667,1,1,7,2,1,5,0.642487,0.105769,386,104,0.625,0,N,N,V
125,11/4/2018,9,Y,Y,125,Pittsburgh,Baltimore,23,16,110,-130,8,13,AFCNorth,AFCNorth,AFC,AFC,0.571,0.5,2,1,5,7,1,1,0.4,0.428571,4,4,3,4,0.632813,0.607438,256,242,0.813,0.563,N,N,V
126,11/4/2018,9,Y,Y,126,TampaBay,Carolina,28,42,230,-280,9,7,NFCSouth,NFCSouth,NFC,NFC,0.429,0.714,5,3,2,4,0.4,0.666667,0.5,0.75,3,5,4,2,0.435897,0.52381,39,189,0.313,0.688,N,N,H
127,11/4/2018,9,Y,Y,127,NYJets,Miami,6,13,135,-155,15,15,AFCEast,AFCEast,AFC,AFC,0.375,0.5,5,6,2,1,0.2,0.333333,0.5,1,3,4,5,4,0.433735,0.402778,83,72,0.313,0.375,N,N,H
128,11/4/2018,9,N,Y,128,Atlanta,Washington,38,14,105,-125,7,17,NFCSouth,NFCEast,NFC,NFC,0.429,0.714,1,5,6,2,0,0.8,0.5,0.5,3,5,4,2,0.513158,0.434211,76,76,0.625,0.438,Y,N,V
129,11/4/2018,9,N,N,129,Chicago,Buffalo,41,9,-550,400,7,7,NFCNorth,AFCEast,NFC,AFC,0.571,0.25,2,8,5,0,0,0.25,0.8,0.5,4,2,3,6,0.464286,0.649485,56,97,0.313,0.563,N,N,V
130,11/4/2018,9,N,Y,130,Houston,Denver,19,17,100,-120,15,12,AFCSouth,AFCWest,AFC,AFC,0.625,0.375,2,4,6,3,0.5,0,0.666667,1,5,3,3,5,0.5,0.333333,92,24,0.25,0.313,N,N,V
131,11/4/2018,9,N,N,131,LAChargers,Seattle,25,17,100,-120,4,12,AFCWest,NFCWest,AFC,NFC,0.714,0.571,1,4,5,3,0,0.25,0.8,1,5,4,2,3,0.464286,0.587629,56,97,0.563,0.563,Y,N,V
132,11/4/2018,9,N,Y,132,LARams,NewOrleans,35,45,-135,115,5,7,NFCWest,NFCSouth,NFC,NFC,1,0.857,0,2,8,5,0.5,1,1,0.8,8,6,0,1,0.591837,0.657016,98,449,0.688,0.688,N,N,H
133,11/4/2018,9,N,N,133,GreenBay,NewEngland,17,31,175,-210,10,17,NFCNorth,AFCEast,NFC,AFC,0.5,0.75,3,0,4,8,0,0.5,0.75,0.75,3,6,3,2,0.621094,0.614108,256,241,0.438,0.813,N,N,H
134,11/5/2018,9,N,N,134,Tennessee,Dallas,28,14,190,-240,6,8,AFCSouth,NFCEast,AFC,NFC,0.429,0.429,5,4,1,3,0.6,0.25,0,0.666667,3,3,4,4,0.5625,0.545455,80,143,0.563,0.563,Y,Y,V
135,11/8/2018,10,N,N,135,Carolina,Pittsburgh,21,52,170,-200,9,8,NFCSouth,AFCNorth,NFC,AFC,0.75,0.625,3,3,5,5,0.666667,1,0.8,0.4,6,5,2,3,0.526316,0.634241,190,257,0.688,0.813,N,N,H
136,11/11/2018,10,Y,Y,136,Buffalo,NYJets,41,10,250,-310,10,22,AFCEast,AFCEast,AFC,AFC,0.222,0.333,9,6,0,2,0.222222,0.166667,0.5,0.5,2,3,7,6,0.642857,0.428571,98,84,0.563,0.313,N,N,V
137,11/11/2018,10,N,N,137,Atlanta,Cleveland,16,28,-250,200,7,13,NFCSouth,AFCNorth,NFC,AFC,0.5,0.25,2,7,6,1,0.5,0.142857,0.5,1,4,2,4,6,0.519481,0.104762,77,105,0.625,0,N,N,H
138,11/11/2018,10,N,N,138,NewOrleans,Cincinnati,51,14,-275,225,9,12,NFCSouth,AFCNorth,NFC,AFC,0.875,0.625,3,4,5,4,1,0.5,0.8,0.75,7,5,1,3,0.657778,0.524194,450,248,0.688,0.438,N,Y,V
139,11/11/2018,10,N,Y,139,Washington,TampaBay,16,3,160,-190,13,8,NFCEast,NFCSouth,NFC,NFC,0.625,0.375,5,6,3,2,0.8,0.333333,0.333333,0.5,5,3,3,5,0.428571,0.425,77,40,0.438,0.313,N,N,V
140,11/11/2018,10,N,Y,140,NewEngland,Tennessee,10,34,-300,240,11,8,AFCEast,AFCSouth,AFC,AFC,0.778,0.5,0,6,9,1,0.5,0.666667,0.777778,0,7,4,2,4,0.615702,0.567901,242,81,0.813,0.563,N,N,H
141,11/11/2018,10,N,N,141,Miami,GreenBay,12,31,550,-800,21,9,AFCEast,NFCNorth,AFC,NFC,0.556,0.429,6,4,2,4,0.333333,0,1,0.75,5,3,4,4,0.410959,0.618677,73,257,0.375,0.438,N,N,H
142,11/11/2018,10,Y,Y,142,Jacksonville,Indianapolis,26,29,140,-160,10,14,AFCSouth,AFCSouth,AFC,AFC,0.375,0.375,3,6,5,2,0.333333,0.166667,0.4,1,3,3,5,5,0.4,0.465753,90,73,0.625,0.25,Y,Y,H
143,11/11/2018,10,Y,Y,143,Detroit,Chicago,22,34,275,-350,8,8,NFCNorth,NFCNorth,NFC,NFC,0.375,0.625,4,2,4,6,0.25,0,0.5,0.833333,3,5,5,3,0.285714,0.473684,35,57,0.563,0.313,N,N,H
144,11/11/2018,10,N,N,144,Arizona,KansasCity,14,26,1000,-2000,10,10,NFCWest,AFCWest,NFC,AFC,0.25,0.889,7,3,1,6,0.285714,0.666667,0,1,2,8,6,1,0.4,0.643411,20,387,0.5,0.625,Y,N,H
145,11/11/2018,10,Y,Y,145,LAChargers,Oakland,20,6,-600,425,5,8,AFCWest,AFCWest,AFC,AFC,0.75,0.125,2,6,5,2,0.5,0,0.8,0.5,6,1,2,7,0.473684,0.515837,57,221,0.563,0.375,N,N,V
146,11/11/2018,10,Y,Y,146,Seattle,LARams,31,36,400,-550,13,3,NFCWest,NFCWest,NFC,NFC,0.5,0.889,4,0,4,9,0.25,0.5,0.75,0.888889,4,8,4,1,0.581633,0.585859,98,99,0.563,0.688,N,N,H
147,11/11/2018,10,Y,Y,147,Dallas,Philadelphia,27,20,300,-400,11,13,NFCEast,NFCEast,NFC,NFC,0.375,0.5,4,1,4,7,0.25,1,0.5,0.428571,3,4,5,4,0.541667,0.536082,144,97,0.563,0.813,N,Y,V
148,11/12/2018,10,N,Y,148,NYGiants,SanFrancisco,27,23,145,-170,3,8,NFCEast,NFCWest,NFC,NFC,0.125,0.222,8,6,0,3,0.125,0.166667,0.5,0.333333,1,2,7,7,0.263158,0.576642,57,274,0.188,0.375,Y,N,V
149,11/15/2018,11,N,Y,149,GreenBay,Seattle,24,27,140,-160,11,10,NFCNorth,NFCWest,NFC,NFC,0.5,0.444,4,5,5,4,0,0.2,0.8,0.75,4,4,4,5,0.620155,0.575758,258,99,0.438,0.563,N,N,H
150,11/18/2018,11,N,Y,150,Carolina,Detroit,19,20,-220,180,5,9,NFCSouth,NFCNorth,NFC,NFC,0.667,0.333,4,5,5,4,0.5,0.2,0.8,0.5,6,3,3,6,0.52356,0.277778,191,36,0.688,0.563,N,N,H
151,11/18/2018,11,N,Y,151,Dallas,Atlanta,22,19,170,-200,13,9,NFCEast,NFCSouth,NFC,NFC,0.444,0.444,5,2,4,7,0.4,0.5,0.5,0.428571,4,4,5,5,0.544828,0.512821,145,78,0.563,0.625,N,N,V
152,11/18/2018,11,Y,Y,152,Cincinnati,Baltimore,21,24,240,-300,15,10,AFCNorth,AFCNorth,AFC,AFC,0.556,0.444,5,1,4,8,0.4,1,0.75,0.375,5,4,4,5,0.522088,0.604938,249,243,0.438,0.563,N,Y,H
153,11/18/2018,11,Y,Y,153,Minnesota,Chicago,20,25,120,-140,11,3,NFCNorth,NFCNorth,NFC,NFC,0.556,0.667,3,2,6,7,0.333333,0,0.666667,0.857143,5,6,4,3,0.565574,0.482759,122,58,0.813,0.313,Y,N,H
154,11/18/2018,11,N,Y,154,Philadelphia,NewOrleans,7,48,260,-330,19,9,NFCEast,NFCSouth,NFC,NFC,0.444,0.889,1,3,8,6,1,1,0.375,0.833333,4,8,5,1,0.530612,0.658537,98,451,0.813,0.688,N,N,H
155,11/18/2018,11,Y,Y,155,Tennessee,Indianapolis,10,38,105,-125,8,16,AFCSouth,AFCSouth,AFC,AFC,0.556,0.444,7,6,1,3,0.714286,0.166667,0,1,5,4,4,5,0.573171,0.472973,82,74,0.563,0.25,N,N,H
156,11/18/2018,11,N,N,156,Houston,Washington,23,21,-170,145,9,15,AFCSouth,NFCEast,AFC,NFC,0.667,0.667,3,6,6,3,0.666667,0.833333,0.666667,0.333333,6,6,3,3,0.505376,0.435897,93,78,0.25,0.438,Y,N,V
157,11/18/2018,11,N,Y,157,TampaBay,NYGiants,35,38,145,-170,12,5,NFCSouth,NFCEast,NFC,NFC,0.333,0.222,6,9,3,0,0.333333,0.222222,0.333333,0.5,3,2,6,7,0.414634,0.275862,41,58,0.313,0.188,N,N,H
158,11/18/2018,11,Y,Y,158,Denver,LAChargers,23,22,275,-350,9,9,AFCWest,AFCWest,AFC,AFC,0.333,0.778,4,2,4,6,0,0.5,0.75,0.833333,3,7,6,2,0.32,0.482759,25,58,0.313,0.563,Y,N,V
159,11/18/2018,11,N,N,159,Oakland,Arizona,23,21,180,-220,13,12,AFCWest,NFCWest,AFC,NFC,0.111,0.222,7,8,2,1,0,0.25,0.5,0,1,2,8,7,0.513514,0.380952,222,21,0.375,0.5,N,N,V
160,11/18/2018,11,N,Y,160,Pittsburgh,Jacksonville,20,16,-210,175,5,10,AFCNorth,AFCSouth,AFC,AFC,0.667,0.333,3,4,6,5,1,0.25,0.5,0.4,6,3,3,6,0.635659,0.395604,258,91,0.813,0.625,N,N,V
161,11/19/2018,11,N,N,161,KansasCity,LARams,51,54,150,-180,9,6,AFCWest,NFCWest,AFC,NFC,0.9,0.9,3,0,7,10,0.666667,0.5,1,0.9,9,9,1,1,0.64433,0.59,388,100,0.625,0.688,N,N,H
162,11/22/2018,12,Y,Y,162,Chicago,Detroit,23,16,-170,145,3,9,NFCNorth,NFCNorth,NFC,NFC,0.7,0.4,2,6,8,4,0,0.333333,0.875,0.5,7,4,3,6,0.491525,0.297297,59,37,0.313,0.563,N,N,V
163,11/22/2018,12,Y,Y,163,Washington,Dallas,23,31,280,-360,15,14,NFCEast,NFCEast,NFC,NFC,0.6,0.5,7,6,3,4,0.714286,0.5,0.333333,0.5,6,5,4,5,0.43038,0.547945,79,146,0.438,0.563,N,N,H
164,11/22/2018,12,Y,Y,164,Atlanta,NewOrleans,17,31,500,-700,7,9,NFCSouth,NFCSouth,NFC,NFC,0.4,0.9,2,3,8,7,0.5,1,0.375,0.857143,4,9,6,1,0.506329,0.659292,79,452,0.625,0.688,N,N,H
165,11/25/2018,12,N,Y,165,Jacksonville,Buffalo,21,24,-170,145,9,9,AFCSouth,AFCEast,AFC,AFC,0.3,0.3,5,10,5,0,0.2,0.3,0.4,0.5,3,3,7,7,0.391304,0.646465,92,99,0.625,0.563,N,Y,H
166,11/25/2018,12,N,Y,166,Oakland,Baltimore,17,34,575,-850,13,13,AFCWest,AFCNorth,AFC,AFC,0.2,0.5,8,1,2,9,0.125,1,0.5,0.444444,2,5,8,5,0.515695,0.606557,223,244,0.375,0.563,N,N,H
167,11/25/2018,12,N,Y,167,SanFrancisco,TampaBay,9,27,105,-125,5,14,NFCWest,NFCSouth,NFC,NFC,0.2,0.3,6,7,4,3,0.166667,0.285714,0.25,0.333333,2,3,8,7,0.574545,0.404762,275,42,0.375,0.313,Y,N,H
168,11/25/2018,12,Y,Y,168,NYGiants,Philadelphia,22,25,190,-240,1,8,NFCEast,NFCEast,NFC,NFC,0.3,0.4,9,2,1,8,0.222222,0.5,1,0.375,3,4,7,6,0.288136,0.525253,59,99,0.188,0.813,N,N,H
169,11/25/2018,12,Y,Y,169,Cleveland,Cincinnati,35,20,-110,-110,5,12,AFCNorth,AFCNorth,AFC,AFC,0.333,0.5,8,6,1,4,0.25,0.333333,1,0.75,3,5,6,5,0.113208,0.52,106,250,0,0.438,Y,N,V
170,11/25/2018,12,Y,Y,170,NewEngland,NYJets,27,13,-800,550,7,16,AFCEast,AFCEast,AFC,AFC,0.7,0.3,0,6,10,3,0.5,0.166667,0.7,0.333333,7,3,3,7,0.613169,0.423529,243,85,0.813,0.313,Y,Y,V
171,11/25/2018,12,N,Y,171,Seattle,Carolina,30,27,140,-160,9,11,NFCWest,NFCSouth,NFC,NFC,0.5,0.6,5,4,5,6,0.2,0.5,0.8,0.666667,5,6,5,4,0.58,0.520833,100,192,0.563,0.688,N,N,V
172,11/25/2018,12,N,Y,172,Miami,Indianapolis,24,27,340,-440,19,11,AFCEast,AFCSouth,AFC,AFC,0.5,0.5,7,6,2,4,0.285714,0.166667,1,1,5,5,5,5,0.405405,0.48,74,75,0.375,0.25,Y,N,H
173,11/25/2018,12,N,N,173,Arizona,LAChargers,10,45,700,-1100,14,9,NFCWest,AFCWest,NFC,AFC,0.2,0.7,8,2,2,7,0.25,0.5,0,0.714286,2,7,8,3,0.363636,0.474576,22,59,0.5,0.563,N,N,H
174,11/25/2018,12,N,Y,174,Pittsburgh,Denver,17,24,-170,145,8,6,AFCNorth,AFCWest,AFC,AFC,0.7,0.4,3,5,7,4,1,0.2,0.571429,0.75,7,4,3,6,0.637066,0.346154,259,26,0.813,0.313,N,N,H
175,11/25/2018,12,Y,Y,175,GreenBay,Minnesota,17,24,170,-200,11,12,NFCNorth,NFCNorth,NFC,NFC,0.444,0.5,5,4,5,6,0,0.25,0.8,0.666667,4,5,5,5,0.617761,0.560976,259,123,0.438,0.813,N,N,H
176,11/26/2018,12,Y,Y,176,Tennessee,Houston,17,34,170,-200,6,14,AFCSouth,AFCSouth,AFC,AFC,0.5,0.7,8,3,1,7,0.625,0.666667,0,0.714286,5,7,5,3,0.566265,0.510638,83,94,0.563,0.25,N,N,H
177,11/29/2018,13,N,Y,177,NewOrleans,Dallas,10,13,-400,300,7,14,NFCSouth,NFCEast,NFC,NFC,0.909,0.545,3,6,8,5,1,0.5,0.875,0.6,10,6,1,5,0.660044,0.55102,453,147,0.688,0.563,N,N,H
178,12/2/2018,13,Y,Y,178,Indianapolis,Jacksonville,0,6,-240,190,15,12,AFCSouth,AFCSouth,AFC,AFC,0.545,0.273,6,5,5,6,0.166667,0.2,1,0.333333,6,3,5,8,0.486842,0.387097,76,93,0.25,0.625,N,N,H
179,12/2/2018,13,N,Y,179,LAChargers,Pittsburgh,33,30,160,-190,6,10,AFCWest,AFCNorth,AFC,AFC,0.727,0.636,2,3,8,8,0.5,1,0.75,0.5,8,7,3,4,0.483333,0.634615,60,260,0.563,0.813,N,N,V
180,12/2/2018,13,Y,Y,180,Carolina,TampaBay,17,24,-190,160,14,15,NFCSouth,NFCSouth,NFC,NFC,0.545,0.364,4,7,7,4,0.5,0.285714,0.571429,0.5,6,4,5,7,0.518135,0.418605,193,43,0.688,0.313,N,N,H
181,12/2/2018,13,N,N,181,Baltimore,Atlanta,26,16,135,-155,16,6,AFCNorth,NFCSouth,AFC,NFC,0.545,0.364,1,3,10,8,1,0.333333,0.5,0.375,6,4,5,7,0.608163,0.5,245,80,0.563,0.625,N,N,V
